DS_0,DS_1,DS_2,DS_3,DS_4,DS_5,DS_6,DS_7,DS_8,DS_9,DS_10,DS_11,DS_12,DS_13,DS_14,DS_15,DS_16,DS_17,DS_18,DS_19
OY730397.1,CP106878.1,CP081102.1,CP126254.1,CP059378.1,CP060632.1,OX638355.1,OX345147.1,CP087969.1,CP048817.1,JAOYTM010000001.1,CP100366.1,NZ_CP069825.1,NZ_CP056897.1,NZ_CP060090.1,MMETSP0011-doi:10.5281/zenodo.1212585-TRINITY_DN7396_c0_g1_i2,MMETSP0738-doi:10.5281/zenodo.1212585-TRINITY_DN18843_c4_g1_i1,MMETSP1359-doi:10.5281/zenodo.1212585-TRINITY_DN15049_c2_g1_i3,MMETSP0905-doi:10.5281/zenodo.1212585-TRINITY_DN14114_c2_g1_i1,MMETSP1451-doi:10.5281/zenodo.1212585-TRINITY_DN13166_c3_g1_i4
CP083582.1,CP121695.1,OX345009.1,AP022598.1,OX344988.1,JAOEJK010000005.1,CP061868.1,OY730451.1,OX345210.1,OY288163.1,OY730386.1,AP018365.1,NZ_CP045469.1,NZ_CP064819.1,NZ_CP059397.1,MMETSP1392-doi:10.5281/zenodo.1212585-TRINITY_DN14998_c3_g1_i6,MMETSP0027-doi:10.5281/zenodo.1212585-TRINITY_DN50969_c0_g1_i1,MMETSP0112-doi:10.5281/zenodo.1212585-TRINITY_DN3056_c0_g2_i1,MMETSP1101-doi:10.5281/zenodo.1212585-TRINITY_DN13453_c0_g1_i1,MMETSP0735-doi:10.5281/zenodo.1212585-TRINITY_DN8998_c0_g2_i1
CP133017.1,CP126026.1,OX345426.1,OY288132.1,CP067169.1,JAOYTO010000003.1,OY730352.1,OY728614.1,CP091454.1,CP069004.1,OY734911.1,AP024881.1,MMETSP0038-doi:10.5281/zenodo.1212585-TRINITY_DN33172_c2_g1_i1,NZ_CP053819.1,NZ_CP076292.1,MMETSP0146-doi:10.5281/zenodo.1212585-TRINITY_DN37567_c0_g2_i1,MMETSP0171-doi:10.5281/zenodo.1212585-TRINITY_DN11044_c0_g1_i1,MMETSP0944-doi:10.5281/zenodo.1212585-TRINITY_DN11114_c0_g1_i1,MMETSP0270-doi:10.5281/zenodo.1212585-TRINITY_DN60892_c0_g1_i1,MMETSP0014-doi:10.5281/zenodo.1212585-TRINITY_DN13319_c2_g1_i1
CP130943.1,CP046582.1,CP049916.1,CP132314.1,CP089942.1,JAOYTJ010000010.1,OX345275.1,OY730382.1,CP048670.1,CP064202.1,CP045504.1,CP066356.1,MMETSP1397-doi:10.5281/zenodo.1212585-TRINITY_DN10097_c0_g1_i3,NZ_CP061099.1,NZ_CP056241.1,MMETSP0404-doi:10.5281/zenodo.1212585-TRINITY_DN11257_c1_g1_i1,MMETSP1127-doi:10.5281/zenodo.1212585-TRINITY_DN9119_c5_g2_i2,MMETSP1397-doi:10.5281/zenodo.1212585-TRINITY_DN10241_c0_g1_i5,MMETSP0603-doi:10.5281/zenodo.1212585-TRINITY_DN9610_c14_g1_i1,MMETSP0020-doi:10.5281/zenodo.1212585-TRINITY_DN10971_c0_g2_i1
CP121252.1,CP059675.1,CP062992.1,CP126740.1,CP128470.1,CP086947.1,OY288168.1,CP128477.1,CP087719.1,CP115820.1,CP076853.1,CP066831.1,MMETSP0046-doi:10.5281/zenodo.1212585-TRINITY_DN14420_c0_g1_i1,MMETSP0039-doi:10.5281/zenodo.1212585-TRINITY_DN45845_c0_g3_i1,NZ_CP073580.1,MMETSP1143-doi:10.5281/zenodo.1212585-TRINITY_DN10123_c1_g1_i1,MMETSP0786-doi:10.5281/zenodo.1212585-TRINITY_DN10736_c0_g1_i1,MMETSP1043-doi:10.5281/zenodo.1212585-TRINITY_DN19750_c11_g1_i1,MMETSP0011-doi:10.5281/zenodo.1212585-TRINITY_DN8433_c0_g1_i31,MMETSP0984-doi:10.5281/zenodo.1212585-TRINITY_DN169_c0_g1_i1
CP120361.1,OY288171.1,CP114054.1,OY282435.1,OX345287.1,CP055263.1,CP086322.1,CP122397.1,CP067134.1,OX345058.1,CP073343.1,CP104134.1,MMETSP0101-doi:10.5281/zenodo.1212585-TRINITY_DN17397_c9_g7_i9,MMETSP0802-doi:10.5281/zenodo.1212585-TRINITY_DN5778_c0_g1_i1,CP067055.1,MMETSP0780-doi:10.5281/zenodo.1212585-TRINITY_DN15249_c1_g1_i1,MMETSP1315-doi:10.5281/zenodo.1212585-TRINITY_DN3503_c0_g2_i1,MMETSP1401-doi:10.5281/zenodo.1212585-TRINITY_DN3771_c1_g1_i1,MMETSP1358-doi:10.5281/zenodo.1212585-TRINITY_DN17177_c1_g1_i1,MMETSP0889-doi:10.5281/zenodo.1212585-TRINITY_DN8879_c4_g1_i1
JAOYTL010000026.1,OX345393.1,CP049289.1,JAOYTO010000009.1,CP083347.1,CP081864.1,CP050014.1,OX345343.1,CP095073.1,CP104495.1,CP094681.1,CP045808.1,MMETSP1080-doi:10.5281/zenodo.1212585-TRINITY_DN6322_c0_g2_i1,MMETSP0418-doi:10.5281/zenodo.1212585-TRINITY_DN14410_c1_g2_i1,NZ_CP068066.1,MMETSP0013-doi:10.5281/zenodo.1212585-TRINITY_DN13148_c0_g1_i5,MMETSP1433-doi:10.5281/zenodo.1212585-TRINITY_DN6524_c0_g1_i6,MMETSP0807-doi:10.5281/zenodo.1212585-TRINITY_DN3645_c0_g2_i12,MMETSP0943-doi:10.5281/zenodo.1212585-TRINITY_DN13410_c0_g1_i1,MMETSP0899-doi:10.5281/zenodo.1212585-TRINITY_DN10727_c3_g1_i1
AP022316.1,CP083344.1,OX345029.1,CP126107.1,LR882035.1,JAOYTM010000010.1,OX344984.1,JAOYTJ010000015.1,CP081305.1,HG992750.1,OX345417.1,CP084261.1,MMETSP0102-doi:10.5281/zenodo.1212585-TRINITY_DN13352_c0_g1_i1,MMETSP1324-doi:10.5281/zenodo.1212585-TRINITY_DN17993_c7_g1_i1,NZ_CP059727.1,MMETSP1409-doi:10.5281/zenodo.1212585-TRINITY_DN386_c0_g1_i1,MMETSP0734-doi:10.5281/zenodo.1212585-TRINITY_DN16210_c1_g1_i1,MMETSP1426-doi:10.5281/zenodo.1212585-TRINITY_DN19336_c1_g1_i1,MMETSP0211-doi:10.5281/zenodo.1212585-TRINITY_DN19290_c2_g1_i1,MMETSP0161-doi:10.5281/zenodo.1212585-TRINITY_DN14569_c4_g2_i1
CP057483.1,CP092488.2,CP047146.1,OY730352.1,OY288182.1,CP119327.1,CP102185.1,CP133647.1,AP025153.1,CP062698.1,CP116384.1,OX345057.1,MMETSP1082-doi:10.5281/zenodo.1212585-TRINITY_DN1349_c0_g3_i1,MMETSP1362-doi:10.5281/zenodo.1212585-TRINITY_DN7704_c0_g1_i1,NZ_CP064061.1,MMETSP1426-doi:10.5281/zenodo.1212585-TRINITY_DN51683_c0_g1_i1,MMETSP0011-doi:10.5281/zenodo.1212585-TRINITY_DN9005_c0_g3_i4,MMETSP1057-doi:10.5281/zenodo.1212585-TRINITY_DN8397_c0_g2_i2,MMETSP1082-doi:10.5281/zenodo.1212585-TRINITY_DN3102_c15_g2_i1,MMETSP0147-doi:10.5281/zenodo.1212585-TRINITY_DN40480_c2_g1_i1
AP027151.1,CP106738.1,JAOYTK010000036.1,CP094262.1,CP062222.1,CP128185.1,CP069419.1,CP067394.1,OX345567.1,CP048788.1,CP035810.1,CP067136.1,MMETSP0795-doi:10.5281/zenodo.1212585-TRINITY_DN11332_c0_g1_i1,MMETSP0011-doi:10.5281/zenodo.1212585-TRINITY_DN9033_c1_g1_i4,MMETSP0929-doi:10.5281/zenodo.1212585-TRINITY_DN2483_c0_g1_i7,MMETSP0211-doi:10.5281/zenodo.1212585-TRINITY_DN19514_c6_g1_i2,MMETSP0888-doi:10.5281/zenodo.1212585-TRINITY_DN8677_c12_g1_i53,MMETSP0958-doi:10.5281/zenodo.1212585-TRINITY_DN8778_c0_g2_i1,MMETSP1391-doi:10.5281/zenodo.1212585-TRINITY_DN15315_c3_g1_i1,MMETSP0807-doi:10.5281/zenodo.1212585-TRINITY_DN3643_c2_g1_i2
OX345379.1,OX344992.1,CP080521.1,OX345133.1,OY730321.1,CP035831.1,OX345357.1,AP024657.1,OX345073.1,OX638200.1,OY729500.1,OY288183.1,MMETSP0754-doi:10.5281/zenodo.1212585-TRINITY_DN10690_c13_g1_i2,MMETSP0201-doi:10.5281/zenodo.1212585-TRINITY_DN73841_c6_g1_i1,MMETSP0759-doi:10.5281/zenodo.1212585-TRINITY_DN3122_c27_g1_i1,MMETSP1126-doi:10.5281/zenodo.1212585-TRINITY_DN9960_c4_g1_i1,MMETSP1397-doi:10.5281/zenodo.1212585-TRINITY_DN8375_c0_g1_i1,MMETSP0017-doi:10.5281/zenodo.1212585-TRINITY_DN9257_c0_g2_i1,MMETSP0595-doi:10.5281/zenodo.1212585-TRINITY_DN5372_c0_g1_i1,MMETSP0321-doi:10.5281/zenodo.1212585-TRINITY_DN10904_c0_g1_i2
CP073745.1,OY288168.1,CP047491.1,CP089848.1,OY730439.1,CP083724.1,CP094516.1,OX345356.1,JAOYTI010000003.1,OY730411.1,CP104449.1,NC_048199,MMETSP0802-doi:10.5281/zenodo.1212585-TRINITY_DN3762_c3_g1_i8,MMETSP0795-doi:10.5281/zenodo.1212585-TRINITY_DN9424_c0_g1_i1,MMETSP1353-doi:10.5281/zenodo.1212585-TRINITY_DN4195_c0_g1_i1,MMETSP0360-doi:10.5281/zenodo.1212585-TRINITY_DN18543_c0_g1_i1,MMETSP1037-doi:10.5281/zenodo.1212585-TRINITY_DN62800_c2_g1_i1,MMETSP0253-doi:10.5281/zenodo.1212585-TRINITY_DN32492_c0_g1_i1,MMETSP1386-doi:10.5281/zenodo.1212585-TRINITY_DN2700_c1_g2_i1,MMETSP0384-doi:10.5281/zenodo.1212585-TRINITY_DN124357_c0_g1_i1
CP044434.1,CP115165.1,CP075185.1,OX344968.1,OX345254.1,CP099652.1,JAOYTK010000017.1,JAOYTN010000025.1,CP050292.1,CP088087.1,CP107204.1,NZ_CP079100.1,MMETSP0108-doi:10.5281/zenodo.1212585-TRINITY_DN26482_c3_g1_i1,MMETSP0910-doi:10.5281/zenodo.1212585-TRINITY_DN14358_c9_g1_i1,MMETSP0098-doi:10.5281/zenodo.1212585-TRINITY_DN885_c0_g2_i1,MMETSP1355-doi:10.5281/zenodo.1212585-TRINITY_DN18900_c4_g1_i1,MMETSP0019-doi:10.5281/zenodo.1212585-TRINITY_DN9594_c1_g1_i1,MMETSP0573-doi:10.5281/zenodo.1212585-TRINITY_DN66438_c4_g1_i1,MMETSP0004-doi:10.5281/zenodo.1212585-TRINITY_DN9352_c8_g1_i5,MMETSP0970-doi:10.5281/zenodo.1212585-TRINITY_DN12011_c0_g1_i1
OY730313.1,CP054146.1,CP058330.1,OX345240.1,OX345425.1,OX345561.1,OX345402.1,CP096658.1,AP025498.1,OY288156.1,OY734891.1,CP048737.1,MMETSP0235-doi:10.5281/zenodo.1212585-TRINITY_DN4822_c1_g2_i1,MMETSP1172-doi:10.5281/zenodo.1212585-TRINITY_DN2974_c0_g2_i1,MMETSP0126-doi:10.5281/zenodo.1212585-TRINITY_DN31736_c0_g1_i1,MMETSP1089-doi:10.5281/zenodo.1212585-TRINITY_DN20792_c4_g1_i1,MMETSP1433-doi:10.5281/zenodo.1212585-TRINITY_DN6390_c0_g1_i1,MMETSP0882-doi:10.5281/zenodo.1212585-TRINITY_DN12378_c4_g1_i3,MMETSP1115-doi:10.5281/zenodo.1212585-TRINITY_DN29063_c7_g2_i1,MMETSP1100-doi:10.5281/zenodo.1212585-TRINITY_DN32507_c0_g1_i1
OY730382.1,CP132903.1,OY288189.1,CP133762.1,CP097331.1,CP117519.1,LR778114.1,LR813086.1,CP107200.1,CP050440.1,CP106793.1,NZ_AP024502.1,MMETSP1063-doi:10.5281/zenodo.1212585-TRINITY_DN8281_c0_g1_i1,MMETSP0156-doi:10.5281/zenodo.1212585-TRINITY_DN2167_c0_g1_i1,MMETSP1409-doi:10.5281/zenodo.1212585-TRINITY_DN4228_c0_g1_i1,MMETSP0011-doi:10.5281/zenodo.1212585-TRINITY_DN9188_c0_g2_i4,MMETSP1469-doi:10.5281/zenodo.1212585-TRINITY_DN1777_c0_g1_i1,MMETSP0111-doi:10.5281/zenodo.1212585-TRINITY_DN15829_c0_g2_i1,MMETSP0786-doi:10.5281/zenodo.1212585-TRINITY_DN2474_c0_g1_i1,MMETSP0139-doi:10.5281/zenodo.1212585-TRINITY_DN5967_c0_g2_i1
AP024333.1,CP063202.1,CP051514.1,OY288177.1,OX345076.1,CP087590.1,CP089296.1,CP101987.1,OY728619.1,OY734919.1,CP117812.1,CP074296.1,MMETSP0046-doi:10.5281/zenodo.1212585-TRINITY_DN9631_c0_g1_i1,MMETSP1397-doi:10.5281/zenodo.1212585-TRINITY_DN9670_c7_g2_i6,MMETSP0125-doi:10.5281/zenodo.1212585-TRINITY_DN20601_c8_g2_i1,MMETSP1397-doi:10.5281/zenodo.1212585-TRINITY_DN8851_c0_g1_i4,MMETSP1102-doi:10.5281/zenodo.1212585-TRINITY_DN42419_c6_g2_i1,MMETSP0210-doi:10.5281/zenodo.1212585-TRINITY_DN14606_c0_g1_i1,MMETSP0403-doi:10.5281/zenodo.1212585-TRINITY_DN13748_c0_g1_i1,MMETSP0052-doi:10.5281/zenodo.1212585-TRINITY_DN8795_c0_g2_i1
CP129107.1,CP110643.1,OY729449.1,CP047961.1,CP070502.1,AP022609.1,OX345362.1,WUQC01000002.1,CP022707.1,CP047647.1,CP126093.1,CP049743.1,MMETSP0105-doi:10.5281/zenodo.1212585-TRINITY_DN14848_c3_g1_i1,MMETSP0208-doi:10.5281/zenodo.1212585-TRINITY_DN16905_c0_g1_i1,MMETSP1386-doi:10.5281/zenodo.1212585-TRINITY_DN926_c0_g1_i1,MMETSP1392-doi:10.5281/zenodo.1212585-TRINITY_DN14680_c8_g1_i1,MMETSP0011-doi:10.5281/zenodo.1212585-TRINITY_DN8889_c0_g1_i16,MMETSP0038-doi:10.5281/zenodo.1212585-TRINITY_DN33216_c0_g1_i13,MMETSP0528-doi:10.5281/zenodo.1212585-TRINITY_DN91336_c0_g1_i1,MMETSP1012-doi:10.5281/zenodo.1212585-TRINITY_DN25378_c0_g1_i2
OY728616.1,CP049910.1,AP024853.1,JAOYTH010000019.1,CP086847.1,CP126965.1,JAOYTH010000035.1,CP119308.1,CP115174.1,OX345362.1,CP074441.1,NZ_CP062128.1,MMETSP1103-doi:10.5281/zenodo.1212585-TRINITY_DN8134_c0_g1_i1,MMETSP0361-doi:10.5281/zenodo.1212585-TRINITY_DN15635_c0_g1_i2,MMETSP0139-doi:10.5281/zenodo.1212585-TRINITY_DN2309_c0_g1_i1,MMETSP0942-doi:10.5281/zenodo.1212585-TRINITY_DN10089_c0_g1_i1,MMETSP0888-doi:10.5281/zenodo.1212585-TRINITY_DN8529_c6_g1_i2,MMETSP1393-doi:10.5281/zenodo.1212585-TRINITY_DN1648_c0_g1_i1,MMETSP0878-doi:10.5281/zenodo.1212585-TRINITY_DN12093_c0_g1_i1,MMETSP1326-doi:10.5281/zenodo.1212585-TRINITY_DN13993_c1_g1_i28
CP076853.1,AP022189.1,OX345524.1,OY730429.1,AP022575.1,OX344940.1,CP110396.1,CP083553.1,CP019719.1,OY734891.1,CP079215.1,LR962135.1,MMETSP0046-doi:10.5281/zenodo.1212585-TRINITY_DN12679_c0_g1_i1,MMETSP0258-doi:10.5281/zenodo.1212585-TRINITY_DN9638_c0_g1_i1,MMETSP0795-doi:10.5281/zenodo.1212585-TRINITY_DN11811_c0_g1_i1,MMETSP0746-doi:10.5281/zenodo.1212585-TRINITY_DN10969_c0_g1_i1,MMETSP0126-doi:10.5281/zenodo.1212585-TRINITY_DN74509_c1_g1_i2,MMETSP0961-doi:10.5281/zenodo.1212585-TRINITY_DN11648_c0_g1_i1,MMETSP0759-doi:10.5281/zenodo.1212585-TRINITY_DN3644_c0_g1_i1,MMETSP0029-doi:10.5281/zenodo.1212585-TRINITY_DN49288_c1_g1_i1
AP027142.1,CP086798.1,LR792478.1,CP127165.1,OX345293.1,CP102081.1,CP061007.1,CP061739.1,JAOYTO010000005.1,CP104497.1,OY734805.1,NZ_CP066182.1,MMETSP1102-doi:10.5281/zenodo.1212585-TRINITY_DN41080_c1_g1_i1,MMETSP0890-doi:10.5281/zenodo.1212585-TRINITY_DN8423_c0_g1_i1,MMETSP0047-doi:10.5281/zenodo.1212585-TRINITY_DN24693_c2_g2_i1,MMETSP0939-doi:10.5281/zenodo.1212585-TRINITY_DN2348_c7_g4_i2,MMETSP1329-doi:10.5281/zenodo.1212585-TRINITY_DN10030_c0_g1_i2,MMETSP0881-doi:10.5281/zenodo.1212585-TRINITY_DN9244_c2_g1_i1,MMETSP1344-doi:10.5281/zenodo.1212585-TRINITY_DN14938_c1_g1_i1,CP103949.1
AP024280.1,CP072684.1,OY730398.1,CP016949.1,AP022337.1,CP121647.1,JAOYTL010000018.1,CP045239.1,CP087587.1,CP072229.1,JAOYTK010000009.1,NZ_CP071327.1,MMETSP0013-doi:10.5281/zenodo.1212585-TRINITY_DN11811_c0_g1_i5,MMETSP0103-doi:10.5281/zenodo.1212585-TRINITY_DN3030_c0_g1_i1,MMETSP1411-doi:10.5281/zenodo.1212585-TRINITY_DN8725_c2_g1_i1,MMETSP0046-doi:10.5281/zenodo.1212585-TRINITY_DN11869_c1_g1_i1,MMETSP1098-doi:10.5281/zenodo.1212585-TRINITY_DN39674_c0_g1_i1,MMETSP1390-doi:10.5281/zenodo.1212585-TRINITY_DN2135_c0_g1_i1,MMETSP0736-doi:10.5281/zenodo.1212585-TRINITY_DN17089_c3_g2_i1,MMETSP0011-doi:10.5281/zenodo.1212585-TRINITY_DN8790_c0_g1_i12
CP045919.1,CP036537.1,CP084296.1,OX345398.1,JAOYTK010000038.1,WUQC01000002.1,CP070876.1,LR595876.2,CP128470.1,CP132353.1,OX345069.1,NZ_CP047653.1,MMETSP0158-doi:10.5281/zenodo.1212585-TRINITY_DN11468_c1_g1_i1,MMETSP1400-doi:10.5281/zenodo.1212585-TRINITY_DN635_c0_g2_i1,MMETSP1059-doi:10.5281/zenodo.1212585-TRINITY_DN7327_c5_g1_i1,MMETSP0098-doi:10.5281/zenodo.1212585-TRINITY_DN9864_c0_g2_i1,MMETSP1015-doi:10.5281/zenodo.1212585-TRINITY_DN58491_c0_g1_i1,MMETSP0322-doi:10.5281/zenodo.1212585-TRINITY_DN7719_c0_g1_i1,MMETSP0818-doi:10.5281/zenodo.1212585-TRINITY_DN16778_c0_g2_i2,MMETSP0889-doi:10.5281/zenodo.1212585-TRINITY_DN8856_c18_g1_i1
CP064202.1,CP048835.1,OY282440.1,JAOYTJ010000008.1,CP054861.1,OX345283.1,OX345510.1,OX345524.1,JAOYTM010000036.1,AP025344.1,NZ_AP018367.1,NZ_CP061094.1,MMETSP0110-doi:10.5281/zenodo.1212585-TRINITY_DN10094_c0_g1_i1,MMETSP1016-doi:10.5281/zenodo.1212585-TRINITY_DN32739_c0_g1_i1,MMETSP0889-doi:10.5281/zenodo.1212585-TRINITY_DN8887_c2_g2_i27,MMETSP0910-doi:10.5281/zenodo.1212585-TRINITY_DN12907_c1_g1_i1,MMETSP1390-doi:10.5281/zenodo.1212585-TRINITY_DN648_c0_g2_i1,MMETSP0881-doi:10.5281/zenodo.1212585-TRINITY_DN11303_c0_g1_i2,MMETSP0308-doi:10.5281/zenodo.1212585-TRINITY_DN13339_c1_g1_i1,MMETSP0784-doi:10.5281/zenodo.1212585-TRINITY_DN30203_c0_g1_i1
OY282439.1,CP087965.1,CP061033.1,CP045809.1,CP083451.1,OY729502.1,CP104499.1,CP090207.1,CP073797.1,OY730315.1,NZ_CP069874.1,NZ_CP036140.1,MMETSP1422-doi:10.5281/zenodo.1212585-TRINITY_DN2566_c0_g1_i1,MMETSP0724-doi:10.5281/zenodo.1212585-TRINITY_DN1006_c0_g1_i1,MMETSP1328-doi:10.5281/zenodo.1212585-TRINITY_DN10760_c5_g1_i1,MMETSP0228-doi:10.5281/zenodo.1212585-TRINITY_DN37991_c1_g1_i1,MMETSP0019-doi:10.5281/zenodo.1212585-TRINITY_DN8241_c0_g1_i1,MMETSP0574-doi:10.5281/zenodo.1212585-TRINITY_DN90597_c0_g1_i1,MMETSP0063-doi:10.5281/zenodo.1212585-TRINITY_DN14690_c4_g1_i1,MMETSP1058-doi:10.5281/zenodo.1212585-TRINITY_DN9016_c5_g2_i1
CP091453.1,CP123229.1,CP018226.1,CP050301.1,OX345567.1,OX345346.1,CP107201.1,JAOYTO010000011.1,OX044351.1,OX345522.1,CP064320.1,NZ_CP070261.1,MMETSP0008-doi:10.5281/zenodo.1212585-TRINITY_DN21679_c0_g1_i2,MMETSP0448-doi:10.5281/zenodo.1212585-TRINITY_DN41197_c3_g1_i1,MMETSP0595-doi:10.5281/zenodo.1212585-TRINITY_DN776_c0_g1_i1,MMETSP0885-doi:10.5281/zenodo.1212585-TRINITY_DN11975_c0_g1_i1,MMETSP0983-doi:10.5281/zenodo.1212585-TRINITY_DN12755_c2_g2_i1,MMETSP1160-doi:10.5281/zenodo.1212585-TRINITY_DN5987_c2_g2_i1,MMETSP0527-doi:10.5281/zenodo.1212585-TRINITY_DN70174_c0_g1_i1,MMETSP0810-doi:10.5281/zenodo.1212585-TRINITY_DN53890_c0_g1_i1
CP102267.1,OX345151.1,CP125860.1,OY288180.1,CP065938.1,CP063302.1,CP114978.1,OX345494.1,CATOSV010000001.1,CATQHA010000002.1,NZ_CP072135.1,NZ_CP062157.2,MMETSP0448-doi:10.5281/zenodo.1212585-TRINITY_DN40433_c3_g1_i1,MMETSP0104-doi:10.5281/zenodo.1212585-TRINITY_DN10568_c0_g2_i1,MMETSP1387-doi:10.5281/zenodo.1212585-TRINITY_DN3463_c8_g1_i2,MMETSP0043-doi:10.5281/zenodo.1212585-TRINITY_DN23103_c0_g1_i1,MMETSP0103-doi:10.5281/zenodo.1212585-TRINITY_DN1258_c0_g2_i1,MMETSP0033-doi:10.5281/zenodo.1212585-TRINITY_DN11068_c0_g1_i1,MMETSP0811-doi:10.5281/zenodo.1212585-TRINITY_DN5551_c0_g1_i1,MMETSP0738-doi:10.5281/zenodo.1212585-TRINITY_DN18774_c0_g2_i7
CP107199.1,OY734882.1,CP047265.1,CP132359.1,CP116423.1,JAOYTL010000027.1,CP064689.1,CP115170.1,CP081103.1,CP091851.1,NZ_CP079127.1,CP063823.1,MMETSP0143-doi:10.5281/zenodo.1212585-TRINITY_DN39581_c2_g1_i5,MMETSP0014-doi:10.5281/zenodo.1212585-TRINITY_DN13401_c0_g1_i7,MMETSP0038-doi:10.5281/zenodo.1212585-TRINITY_DN33172_c2_g1_i1,MMETSP1416-doi:10.5281/zenodo.1212585-TRINITY_DN5793_c0_g1_i1,MMETSP0147-doi:10.5281/zenodo.1212585-TRINITY_DN40624_c2_g1_i1,MMETSP0312-doi:10.5281/zenodo.1212585-TRINITY_DN6398_c0_g1_i1,MMETSP0114-doi:10.5281/zenodo.1212585-TRINITY_DN11538_c0_g1_i2,MMETSP0098-doi:10.5281/zenodo.1212585-TRINITY_DN12443_c1_g1_i4
OX345086.1,OX345238.1,CP121695.1,CP113524.1,CP120990.1,CP086654.1,CP047936.1,CP051214.1,CP133189.1,CP072163.1,NZ_CP065916.1,NZ_CP041606.1,MMETSP1399-doi:10.5281/zenodo.1212585-TRINITY_DN1651_c1_g1_i1,MMETSP1433-doi:10.5281/zenodo.1212585-TRINITY_DN6281_c1_g2_i2,MMETSP0208-doi:10.5281/zenodo.1212585-TRINITY_DN2363_c0_g1_i1,MMETSP0759-doi:10.5281/zenodo.1212585-TRINITY_DN3062_c0_g1_i1,MMETSP0316-doi:10.5281/zenodo.1212585-TRINITY_DN1284_c0_g1_i1,MMETSP0020-doi:10.5281/zenodo.1212585-TRINITY_DN11330_c5_g1_i1,MMETSP0998-doi:10.5281/zenodo.1212585-TRINITY_DN14619_c7_g1_i1,MMETSP1163-doi:10.5281/zenodo.1212585-TRINITY_DN8529_c0_g1_i2
CP059570.1,CP121699.1,OY730355.1,CP123897.1,OX345151.1,CP073042.1,CP118270.1,CATQHZ010000002.1,CP083950.1,CP049138.1,NZ_CP051164.1,NZ_CP064921.1,MMETSP0359-doi:10.5281/zenodo.1212585-TRINITY_DN32552_c2_g2_i1,MMETSP0998-doi:10.5281/zenodo.1212585-TRINITY_DN12428_c0_g2_i1,MMETSP0109-doi:10.5281/zenodo.1212585-TRINITY_DN13635_c11_g1_i1,MMETSP1411-doi:10.5281/zenodo.1212585-TRINITY_DN9860_c0_g1_i1,MMETSP1320-doi:10.5281/zenodo.1212585-TRINITY_DN10405_c0_g1_i1,MMETSP0327-doi:10.5281/zenodo.1212585-TRINITY_DN5974_c0_g3_i1,MMETSP0141-doi:10.5281/zenodo.1212585-TRINITY_DN6464_c0_g1_i1,MMETSP1035-doi:10.5281/zenodo.1212585-TRINITY_DN28141_c0_g1_i1
CP101694.1,OX345368.1,OY282364.1,OX345259.1,JAOYTH010000034.1,CP085880.1,CP097095.1,CP119754.1,OY734891.1,CP113914.1,NZ_CP049043.1,NZ_CP065543.1,MMETSP1327-doi:10.5281/zenodo.1212585-TRINITY_DN4255_c0_g2_i1,MMETSP0046-doi:10.5281/zenodo.1212585-TRINITY_DN15058_c1_g1_i3,MMETSP1460-doi:10.5281/zenodo.1212585-TRINITY_DN2522_c1_g1_i1,MMETSP0903-doi:10.5281/zenodo.1212585-TRINITY_DN3363_c0_g1_i1,MMETSP0106-doi:10.5281/zenodo.1212585-TRINITY_DN13199_c0_g1_i1,MMETSP1387-doi:10.5281/zenodo.1212585-TRINITY_DN3581_c19_g1_i1,MMETSP1397-doi:10.5281/zenodo.1212585-TRINITY_DN10338_c0_g1_i4,MMETSP0811-doi:10.5281/zenodo.1212585-TRINITY_DN53295_c1_g1_i1
OY728626.1,OY735135.1,OY730354.1,OY734809.1,CP114031.1,OY729480.1,CP132302.1,CP060506.1,JAOYTK010000054.1,CP095679.1,LR962193.1,CP051994.1,MMETSP0914-doi:10.5281/zenodo.1212585-TRINITY_DN12388_c0_g1_i1,MMETSP0010-doi:10.5281/zenodo.1212585-TRINITY_DN13936_c0_g1_i3,MMETSP0010-doi:10.5281/zenodo.1212585-TRINITY_DN13516_c0_g2_i1,MMETSP0046-doi:10.5281/zenodo.1212585-TRINITY_DN14370_c0_g1_i10,MMETSP1344-doi:10.5281/zenodo.1212585-TRINITY_DN19385_c1_g2_i7,MMETSP0898-doi:10.5281/zenodo.1212585-TRINITY_DN6198_c0_g1_i1,MMETSP1409-doi:10.5281/zenodo.1212585-TRINITY_DN2348_c0_g2_i1,MMETSP1338-doi:10.5281/zenodo.1212585-TRINITY_DN69708_c0_g1_i1
OY730346.1,OY734861.1,OY730331.1,CP087134.1,AP019313.1,CP081844.1,CP054147.1,CP021248.1,CP045496.1,AP026969.1,NZ_CP036000.1,NZ_CP040853.1,MMETSP1070-doi:10.5281/zenodo.1212585-TRINITY_DN4317_c0_g1_i1,MMETSP0099-doi:10.5281/zenodo.1212585-TRINITY_DN7844_c1_g1_i2,MMETSP1344-doi:10.5281/zenodo.1212585-TRINITY_DN17531_c0_g1_i3,MMETSP0208-doi:10.5281/zenodo.1212585-TRINITY_DN21029_c0_g1_i1,MMETSP0929-doi:10.5281/zenodo.1212585-TRINITY_DN1279_c0_g1_i1,MMETSP1433-doi:10.5281/zenodo.1212585-TRINITY_DN6950_c1_g1_i4,MMETSP0011-doi:10.5281/zenodo.1212585-TRINITY_DN8515_c0_g3_i11,MMETSP1122-doi:10.5281/zenodo.1212585-TRINITY_DN25385_c0_g1_i1
